Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
30028184,Data Science Essentials in Python: Collect - Organize - Explore - Predict - Value (The Pragmatic Programmers),Dmitry Zinoviev,"Zinoviev, Dmitry",,"=""1680501844""","=""9781680501841""",3,3.23,Pragmatic Bookshelf,Paperback,226,2016,,2020/04/17,2019/08/30,,,read,"A quick overview on the essential tools in Python for data science. The book is great in showing you what tools exist and their basic usage, but it lacks the necessary details to solve problems on your own using them.",,,1,0
49091326,Heute schon einen Prozess optimiert?: Das Management frisst seine Mitarbeiter,Gunter Dueck,"Dueck, Gunter",,"=""3593510847""","=""9783593510842""",4,4.03, Campus Verlag,Paperback,256,2020,,2020/04/20,2020/04/18,,,read,"Ein sehr interessantes Buch von Gunter Dueck. «Wenn es nicht aufhört zu regnen, bauen die einen Deiche und die anderen Schiffe». Dieses Zitat zeigt für mich das wesentliche auf, das dieses Buch ausmacht. Diese 2 gegenläufigen Ansätze, die überall aufeinandertreffen und zu Spannungen führen, lähmen viele Firmen. Diesel-Gate und weitere Skandale sind da nur die Spitze des Eisbergs, bei dem man sich krampfhaft am Alten festhält und hofft, das Neue wird dann schon irgendwann mal wieder vorbeigehen. Was aber wenn das Neue da ist, um zu bleiben? Die Digitalisierung zeigt nicht zuletzt in der aktuellen Krise wie viele Deichbauer wir überall haben. <br/><br/>Das Buch hätte ruhig auf einige Beispiele verzichten können, da das Muster fast überall gleich ist. Hingegen die Idee mit der Fachlaufbahn, um zurück zur Innovation zu kommen, fand ich eine für Dueck sehr konkrete und einfach umsetzbare Lösung. <br/>",,,1,0
51109185,Righting Software,Juval Lowy,"Lowy, Juval",,"=""0136524036""","=""9780136524038""",1,3.54,Addison-Wesley Professional,Paperback,480,2019,,2020/05/11,2020/02/13,,,read,"The book description of Righting Software sounds like the perfect book for me. It combines so many things I am interested in that the combination of it must be great. Unfortunately, what the book delivers is anything but good.<br/><br/>It is not even 6 months after the release and this book already feels dated. It seems that every (re-) discovery the software development industry made in the last 20 years went unnoticed to the author. Continuous Integration? No need to do more than a smoke test for the integration once per day. Continuous Delivery? No need, then you only get features at the end of the project. A holistic approach to solving problems? Yes, but the architect is holistic enough – the team is just a resource that can be added or removed as you need. Fast feedback cycles? No need, the architect has everything planned and sliced the work to create the dependency graph that you as developer just need to follow. <br/><br/>Most/All design happens upfront, then build the software and test at the end - that sounds a lot like a waterfall to me. The author calls his method The Method, what is an early example on how he will use names of concepts throughout the book: When a concept has a name, the author will not bother to use it. <br/><br/>The unique selling point of this book is the decomposition of the project by volatility. Functional decomposition is evil, only splitting around volatility will help you to create a successful project (change the name and you are back at the old concept of Stable Dependencies Principle - A package should only depend upon packages that are more stable than it is). While many paragraphs where spend on why functional decomposition is bad and using volatility is so much better, software related examples on how to do that are missing. You get examples about furniture and buildings, but the concrete examples for software did not make it into the book. Given the importance this topic has for this book (everything else is built on this decomposition), I cannot see how anyone will be able to put The Method into action. If we ignore that part, we are left with Use Cases containing activity diagrams and a multi-layered architecture – for that I do not need to buy this book.<br/>",,,1,0
17744,"The Visual Display of Quantitative Information, 2nd Ed.",Edward R. Tufte,"Tufte, Edward R.",,"=""0961392142""","=""9780961392147""",0,4.39,Graphics Press,Hardcover,197,2001,1983,,2020/04/21,to-read,to-read (#74),to-read,,,,0,0
2875137,Mental Models: Aligning Design Strategy with Human Behavior,Indi Young,"Young, Indi",,"=""1933820063""","=""9781933820064""",0,3.88,Rosenfeld Media,Paperback,299,2008,2008,,2020/04/21,to-read,to-read (#73),to-read,,,,0,0
24507142,Practical Empathy,Indi Young,"Young, Indi",,"=""1457190710""","=""9781457190711""",0,3.84,Rosenfeld Media,ebook,200,2015,2015,,2020/04/21,to-read,to-read (#72),to-read,,,,0,0
18379101,"Customers Included: How to Transform Products, Companies, and the World - With a Single Step",Phil Terry Mark Hurst,"Hurst, Phil Terry Mark",Phil Terry,"=""0979368111""","=""9780979368110""",0,3.94,Creative Good,Hardcover,194,2013,2013,,2020/04/17,to-read,to-read (#71),to-read,,,,0,0
29499887,37 Things One Architect Knows,Gregor Hohpe,"Hohpe, Gregor",,"=""""","=""""",0,4.34,,Unknown Binding,,,,,2020/04/17,to-read,to-read (#70),to-read,,,,0,0
40681093,When Will It Be Done?: Lean-Agile Forecasting to Answer Your Customers' Most Important Question,Daniel S. Vacanti,"Vacanti, Daniel S.",,"=""""","=""""",4,4.40,Leanpub,ebook,,2018,,2020/04/07,2020/01/02,,,read,"How can you create a forecast of the release date of your project without guessing? This book offers an interesting approach using the data available in your project, Scatterplots and Monte-Carlo simulations to steer you away from estimates to a more scientific approach. I have yet to try those ideas with my data, but it addresses many of my concerns I have with other approaches. <br/><br/>The main point of a forecast is that we have to update it as the project goes along. Like in the example of the path of a Hurricane and the updates of the forecasted path that happens every 8 hours by the Hurricane Center. Only when we are able to update our forecasts do they stay relevant. Otherwise they are useless and only prevent us from doing the work to finish the project.<br/><br/>The author wrote another book on this topic (Actionable Agile Metrics for Predictability) where he explained all the theory behind his claims. For me, that book was too often referenced and after the 5x time it was just disappointed that he did not add an excerpt of the main points as an appendix to this book. In addition to this downside, the images did not work on the Kindle, which is bad for a book that relies so much on graphics. Therefore, only 4 stars.<br/>",,,1,0
29968501,Idea Flow: How to Measure the PAIN in Software Development,Janelle Klein,"Klein, Janelle",,"=""""","=""""",5,4.16,LeanPub,ebook,143,2016,,2020/03/27,2020/01/02,,,read,A great book that shows how you can make the pain in software development visible. The Idea Flow graphs show how much a developer spends developing new features and how long he is stuck because the system does not work as expected. I do not often find a book in which I nearly at every page have to say “exactly this!” and find words to describe that feeling of something should be improved. I can highly recommend this book and hope to find time to use the graphs myself to be able to show how the pain of working with some applications manifests itself in the form of delays and surprises.,,,1,0
48505808,Python Workout,Reuven M. Lerner,"Lerner, Reuven M.",,"=""1617295507""","=""9781617295508""",4,4.14,Manning,Paperback,248,2020,,2020/04/02,2020/03/26,,,read,"A nice collection of exercises to learn Python. Not yet finished, but what is there is well prepared.",,,1,0
51998374,War and Peas: Funny Comics for Dirty Lovers,Jonathan Kunz,"Kunz, Jonathan",Elizabeth Pich,"=""1524854077""","=""9781524854072""",5,3.98,Andrews McMeel Publishing,Paperback,160,2020,2020,2020/04/07,2020/03/20,,,read,Hilarious!,,,1,0
34230411,Understanding API Security,Justin Richer,"Richer, Justin",Antonio Sanso,"=""1617294322""","=""9781617294327""",1,1.86,Manning,ebook,205,2017,,2020/04/02,2020/01/23,,,read,"The other booklets that combine chapters from different books published by Manning where a lot better. They offered a nice and quick overview, while this one here looks like a grab what you can without putting any effort to it. Disappointing. ",,,1,0
35792855,Exploring the Data Jungle,Brian Godsey,"Godsey, Brian","Nina Zumel, John W. Mount, Henrik Brink, Joseph W. Richards, Mark Fetherolf","=""161729506X""","=""9781617295065""",2,4.25,Manning,ebook,101,2017,,2020/04/07,2020/01/23,,,read,"I liked the first chapter, but the booklet was not as good as [b:Exploring Data With Python|40682274|Exploring Data With Python|Naomi Ceder|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530458791l/40682274._SX50_.jpg|63262271]. ",,,1,0
40682274,Exploring Data With Python,Naomi Ceder,"Ceder, Naomi","Davy Cielen, Arno D. B. Meysman, Mohamed  Ali, Henrik Brink, Joseph W. Richards, Mark Fetherolf","=""161729604X""","=""9781617296048""",3,3.50,Manning,ebook,110,2018,,2020/04/07,2020/01/23,,,read,"I found a few interesting Python libraries, but otherwise this booklet was not up to the other ones.",,,1,0
43813370,Exploring Python Basics,Naomi Ceder,"Ceder, Naomi","Ana Bell, Ryan Heitz, Henrik Brink, Joseph Richards, Mark Fetherolf","=""1617296589""","=""9781617296581""",4,3.25,Manning,ebook,181,2018,,2020/04/04,2020/04/06,,,read,"A good quick read to see how different books published by Manning explain the basics of Python. This combination of chapters may not be a good help to learn Python, but it offers a useful insight into the different writing styles of the books it covers. If nothing else, it helps you to choose what book to buy.",,,1,0
36367894,"Exploring .NET Core with Microservices, ASP.NET Core, and Entity Framework Core",Dustin Metzgar,"Metzgar, Dustin","Chris Birchall, Christian Horsdal, Andrew Lock, Jon Smith","=""1617295086""","=""9781617295089""",4,4.00,Manning,Paperback,155,2017,,2020/04/03,2020/04/06,,,read,"A very interesting mix of chapters from different books published by Manning. While I was a bit disappointed of the lack of .Net Core, I found 2 interesting books that I otherwise would have missed (Re-Engineering & Mikado Method). ",,,1,0
48494893,Learn Docker in a Month of Lunches,Elton Stoneman,"Stoneman, Elton",,"=""1617297054""","=""9781617297052""",5,4.57,Manning,ebook,464,2020,,2020/03/18,2020/03/10,,,read,"A very helpful book for Docker, especially when you try to run Docker on Windows with Windows containers. While not specially advertised for this scenario, I found solutions to many of my problems in this book. I can fully recommend this book for everyone who has done the tutorials and now needs to figure out the more realistic challenges.",,,1,0
32058111,Drawing for IT Architect,Filip Van Laenen,"Laenen, Filip Van",,"=""""","=""""",0,0.0,Leanpub,ebook,36,2016,,2020/04/05,2020/01/02,,,read,"Has potential, but so far not much written text. May probably never finish. :-(",,,1,0
52735317,Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,"Sweigart, Al",,"=""1593279930""","=""9781593279936""",4,4.28,No Starch Press,Kindle Edition,591,2019,2014,2020/02/22,2020/02/15,,,read,"A good book for people who want to learn Python. Not only offers this book a good introduction, it gives you a detailed explanation on how to use Python. This practical side lets you do something useful while you learn more and more about the language and the eco system.",,,1,0
36959766,Hyperfocus: How to Be More Productive in a World of Distraction,Chris   Bailey,"Bailey, Chris",,"=""0735273685""","=""9780735273689""",5,3.88,Random House Canada,Hardcover,256,2018,2018,2020/01/27,2020/01/03,,,read,"A great book you must read. It explains how we loose focus all the time and how much time we waste by getting distracted – it is an awful lot of time. The book shows you ways to keep focused and get a lot more done in a time slot. Even better, it explains you how you can distract yourself on purpose. What sounds stupid is necessary to boost your creativity and to come up with new ideas. We need both modes of our brain and with the exercises in this book we can get a lot more done.",,,1,0
30135559,"Am Arsch vorbei geht auch ein Weg - Wie sich dein Leben verbessert, wenn du dich endlich locker machst",Alexandra Reinwarth,"Reinwarth, Alexandra",,"=""386415927X""","=""9783864159275""",4,3.14,mvg Verlag,Kindle Edition,191,2016,2016,2016/11/28,2016/11/20,,,read,"Interessantes Buch das einem zum Nachdenken bewegt. Was mache ich, obwohl es mir weder Spass macht noch notwendig ist? Und was möchte ich mehr machen, kommt aber deswegen zu kurz? Die Beispiele im Buch zeigen exemplarisch was man alles nicht müsste. Auch bei Tätigkeiten und Aktivitäten die gemacht werden müssen, hat man die Möglichkeit diese angenehmer zu gestalten. <br/><br/>Was das für einem selbst ist, muss man aber selber herausfinden. Diese Arbeit kann und will dieses Buch einem nicht abnehmen. <br/>",,,1,0
51995574,Refactoring Tweaks,Tonya Mork,"Mork, Tonya",,"=""""","=""""",4,4.00,Leanpub,ebook,105,2016,,2019/07/16,2019/08/16,,,read,"This book has an interesting style to explain the concept of Refactoring: It spends many more pages on the Why than on the refactoring itself. This context is often neglected and helps novices and advanced beginners to better understand the motivation behind the mechanics. I’m not fully convinced with the distribution between Why? and How?, but it is worth reading even when you are familiar with Refactoring.",,,1,0
51995281,C# 6.0: What's New Quick Start,Jason   Roberts,"Roberts, Jason",,"=""""","=""""",3,3.00,Leanpub,Kindle Edition,49,2018,,,2019/08/16,,,read,I was not really convinced when I read this book the first time as C# 6 was a new thing. Now it is a rather good quick refresher on what feature where introduced with C# 6 – even when I still find the book too shallow to understand the new concepts.,,,2,0
18990540,The Principles of Scientific Management [with Biographical Introduction],Frederick Winslow Taylor,"Taylor, Frederick Winslow",,"=""1596255846""","=""9781596255845""",4,3.67,Digireads.com,Kindle Edition,114,2009,1911,2020/02/24,2020/02/09,,,read,"If you ever heard of Taylorism or to tailor something in a project work, this book (or more precise its author) is what coined the term. First published in 1911, this book shows us a world that has absolutely no compassion for workers and their rights. Stupid muscle is what you need, and that is what you get – not humans. If you can bare that zeitgeist, you get an interesting read. Most fascinating for me is how much of his ideas are ignored by the very same people constantly referring to his principles. <br/><br/>Taylor explains in his book how you can improve productivity when every single part of work is done in a way that improves the overall productivity, not the most efficient processing of that single task. He explains this with moving iron ore around and the necessary breaks that need to go along. Without them, the men get overworked too fast and the overall productivity sinks. (Compare that with all the micro-optimisations in our time and how everyone ignores the overall productivity)<br/><br/>If you want your workers to do more work, you need to let them participate in the gains of their productivity. In short: pay them more! He explains in detail how much more that should be and shows that above that income the prospect of making more money is no longer a motivation. His example for this point are the workers who go to another steel factory with the promise of higher payment but return because the organisation has not done their homework and the workers earn substantially less. (individual bonus systems for things you only can achieve as a team)<br/><br/>There are many more examples on how his scientific method works that are by now completely forgotten. What was saved into our times is the exact measurement of every single task we do. Combine that with a wrongly understood concept of productivity and we end up exactly where we are. I hope more of the people using Taylor as an example would read his book. It would save us all a lot of troubles. <br/>",,,1,0
26083308,"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations",Gene Kim,"Kim, Gene","Patrick Debois, John Willis, Jez Humble","=""1942788002""","=""9781942788003""",5,4.30,IT Revolution Press,Paperback,442,2016,2015,2020/01/27,2020/01/03,,,read,"The must-read book on DevOps. It explains what it is, what you can do and shows with many examples how DevOps worked in big companies. The selection of case studies is the only negative point I found. While it is great to understand how Netflix, Amazon, Facebook, Twitter and many more get their DevOps on that level, most (smaller) companies have to solve different problems. Nevertheless, definitely a good book and the ideal companion of [b:Accelerate: Building and Scaling High-Performing Technology Organizations|35747076|Accelerate  Building and Scaling High-Performing Technology Organizations|Nicole Forsgren|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520615948l/35747076._SX50_.jpg|57250986]. ",,,1,0
31863146,Python: Journey from Novice to Expert,Fabrizio Romano,"Romano, Fabrizio","Dusty Phillips, Rick Van Hattem","=""1787122565""","=""9781787122567""",3,4.00,Packt Publishing,Kindle Edition,1311,2016,,2020/02/27,2020/02/14,,,read,"This book covers all the things you need to know about Python. Unfortunately, it is all inside one single book. With more than1300 pages you get a lot, but it is too big to keep it up to date. And since it tries to address everyone from Novice to Expert, you currently run into parts that are not much use for your understanding of Python. Combined with some strange decisions (like diving right after the installation into virtual environments) the book makes it unnecessarily hard to follow along. <br/><br/>Yes, there are many great parts; yes, every topic I can think of is covered; yes, I like how some concepts are explained multiple times in varying details depending on the level of the audience. And yet, I am not fully convinced that this is a helpful book. I would much more prefer a book per module. In this way it wold be much clearer who is the audience and it could be updated with greater ease. <br/>",,,1,0
27235926,Mob Programming Guidebook,Maaret Pyhäjärvi,"Pyhäjärvi, Maaret",Llewellyn Falco,"=""""","=""""",4,4.25,Leanpub,ebook,,2015,,2020/02/02,2020/01/17,,,read,A good introduction into Mob Programming. Maaret explains all the important parts so that you can start with your own first Mob. I especially liked the section on common problems and how you can recover from them.,,,1,0
51380492,Running Serverless,Gojko Adzic,"Adzic, Gojko",,"=""""","=""""",4,4.46,Leanpub,ebook,,2019,,2019/08/02,2019/07/08,,,read,"Gojko explains in this book all you need to know about Serverless. The technological focus is on AWS Lambda but should be applicable to the serverless concepts of other big cloud vendors. I was surprised by the possibilities you can get from this technology, especially from the financial side that is based on only paying for the time your code is executed. That allows you to create identical environments for test and production (and every developer who wants an environment) and it will cost you only a fraction of a $ - you will not run those extra environments for long. That opens great opportunities that will have a significant impact on how we write software. This book explains all that in enough details so that you can understand the impact it may have on your company. ",,,1,0
17802644,High Performance Python: Practical Performant Programming for Humans,Micha Gorelick,"Gorelick, Micha",Ian Ozsvald,"=""1449361595""","=""9781449361594""",0,4.19,O'Reilly Media,Paperback,370,2014,2013,,2020/02/15,to-read,to-read (#69),to-read,,,,0,0
20351126,The Quick Python Book,Naomi R. Ceder,"Ceder, Naomi R.",,"=""""","=""""",2,3.87,Manning Publications,Paperback,400,2010,2000,2015/03/24,2015/03/16,,,read,The Quick Python Book was too quick for me as an entry to the Python programming language. The book covers a lot of topics and has all the basic parts of the language in it. What I missed was the big picture and an answer on the question “Why should I use Python?”. After reading the book I know many methods of the string class but I have no clue about what Python is great for. Adding a chapter on bigger things you can do where Python shows all its power would have been a great help to decide if I should spend more time with this language or not.,,,2,0
33828605,Mob Programming,Woody Zuill,"Zuill, Woody",Kevin Meadows,"=""""","=""""",0,4.37,Leanpub.com,ebook,227,2016,,,2020/01/17,to-read,to-read (#68),to-read,,,,0,0
28947184,Introducing EventStorming,Alberto Brandolini,"Brandolini, Alberto",,"=""""","=""""",0,3.86,,Unknown Binding,345,,,,2020/01/02,to-read,to-read (#67),to-read,,,,0,0
1633342,Software Exorcism: A Handbook for Debugging and Optimizing Legacy Code (Expert's Voice),Bill Blunden,"Blunden, Bill",,"=""1590592344""","=""9781590592342""",0,3.48,Apress,Hardcover,399,2003,2003,,2020/01/01,to-read,to-read (#66),to-read,,,,0,0
45837840,Strange Planet (Strange Planet #1),Nathan W. Pyle,"Pyle, Nathan W.",,"=""1472269055""","=""9781472269058""",5,4.33,Wildfire,Hardcover,144,2019,2019,2019/12/31,2019/12/15,,,read,"A little book full of cartoons about aliens and their daily struggles. Most are funny, some are hilarious. Definitely a must read when you search for a little distraction.",,,1,0
45032687,The Little Book of Big Feelings: An Illustrated Exploration of Life's Many Emotions,Maureen Marzi Wilson,"Wilson, Maureen Marzi",,"=""1507212089""","=""9781507212080""",4,4.41,Adams Media,Hardcover,192,2019,,2019/12/17,2019/12/14,,,read,"Another nice little book by Marzi, but not quiet up to the level of [b:Kind of Coping: An Illustrated Look at Life with Anxiety|40538944|Kind of Coping  An Illustrated Look at Life with Anxiety|Maureen Marzi Wilson|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545495642l/40538944._SX50_.jpg|62941508]. ",,,1,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",4,3.88,Crown,Hardcover,259,2016,2016,2019/12/25,2019/11/13,,,read,"Interesting book about the problems of artificial intelligence and algorithms. What starts with good intentions to optimize and speeding up business processes can easily end in discrimination of minorities. The book is full of examples and show how little problems spiral to severe consequences. Definitely a must read for everyone working with AI and a good lecture for developers. <br/><br/>For me the second half felt a bit too repetitive. It is great when you only read a single chapter out of order, but not so much when you read the book from start to finish. <br/>",,,1,0
19218294,On Being a Data Skeptic,Cathy O'Neil,"O'Neil, Cathy",,"=""1491947233""","=""9781491947234""",2,3.83,O'Reilly Media,Kindle Edition,28,2013,2013,2019/12/31,2019/12/27,,,read,After reading [b:Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy|28186015|Weapons of Math Destruction  How Big Data Increases Inequality and Threatens Democracy|Cathy O'Neil|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456091964l/28186015._SX50_.jpg|48207762] this felt like a not so much structured summary of the main points of WMD. I didn’t like the separation in ‘Nerds’ and ‘Business People’ at all and would have been lost too often without knowing the WMD book. ,,,1,0
29237216,Effective Decision-Making: How to make better decisions under uncertainty and pressure,Edoardo Binda Zane,"Zane, Edoardo Binda",,"=""""","=""""",1,3.22,,Kindle Edition,144,2016,,2019/12/31,2019/11/11,,,read,"A book with a good start but then it falls short of all its goals. At the end you get a nice, long list of possible ways to come to a decision, but without the necessary pages to explain them well enough so that you can put them in action. I especially missed a comparison between the different approaches and when you should use which. If you know those approaches already, then you do not need to read this book. If you don’t know them this book will not change much. Therefore, do not bother reading it. ",,,1,0
49924080,Organisational Mastery: The product development blueprint for executive leaders,Luis Gonçalves,"Gonçalves, Luis",,"=""""","=""""",2,4.12,Rethink Press,Kindle Edition,146,2019,,2019/12/31,2019/12/30,,,read,"The more I think about this book the less I like it. On the one hand there are great ideas that you want to put in action right away (like the learning column on the Kanban board). On the other hand, there are so many parts where you must ask yourself what the author is trying to explain and what the intended audience is. Having a plan that can scale up and down as you need it sounds great. But it did not increase my confidence in this blueprint when the author feels the need to write down that this really works. I therefore cannot recommend this book. ",,,1,0
84983,"Agile Principles, Patterns, and Practices in C#",Robert C. Martin,"Martin, Robert C.",Micah Martin,"=""0131857258""","=""9780131857254""",1,4.28,Pearson,Hardcover,768,2006,2006,2019/12/31,2017/05/31,gekauft,gekauft (#5),read,"One of the biggest disappointments of all the books I read this year. The scope is far too big to cover it in one single book and it therefore lacks the pages to explain the many concepts it introduces. If you know those concepts before, then this is not a problem. But then again, why do you read this book? <br/><br/>The structure is no help either. The section 4 (Packaging the Payroll System) explains what you have to consider for package and component design (as you expect), but then goes on to explain patterns like Visitor, Adapter/Bridge and ends up with the database and Model View Presenter. Such a structure makes it extremely hard to find a specific topic – you more or less need to scan the whole chapter list to find the right place.<br/><br/>The bibliography is for once at the end of every chapter. While I liked that when reading the book for the first time, I hated it as soon as I had to check something. There are 30 places to look up – no problem with an eBook, but unfortunately, I have the print edition… <br/><br/>The book contains an enormous amount of code examples. Unfortunately again, one sees that they are translated from the previous edition of this book that uses Java. This means no C# specific code syntax and therefore not much that justifies the C# in the title. Especially since it ignores the generics, that would made examples like the BubbleSorter much simpler. <br/><br/>I think the topics this book covers are very important. But the way they are covered in this book makes it unnecessary hard to follow along. Instead of this book, you should get a book for each main part and not try to cover all with this one here. ",,,1,0
23124227,Build Quality In: Continuous Delivery and DevOps Experience Reports,Steve Smith,"Smith, Steve",Matthew    Skelton,"=""""","=""""",0,3.33,Leanpub,ebook,184,2014,2014,,2019/12/16,to-read,to-read (#65),to-read,,,,0,0
123715,"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency",Tom DeMarco,"DeMarco, Tom",,"=""0767907698""","=""9780767907699""",4,4.02,Crown Currency,Paperback,256,2002,2001,2019/10/28,2019/10/16,,,read,"Nicely written book by Tom DeMarco on the importance of slack. Without slack, there is no room for innovation. Then only if you have available capacity can you try something new. Otherwise, all those great ideas on how to improve will stall then no one has time to make them reality. ",,,1,0
18924199,The Copywriter's Handbook: A Step-By-Step Guide To Writing Copy That Sells,Robert W. Bly,"Bly, Robert W.",,"=""""","=""""",3,3.92,Holt Paperbacks,Kindle Edition,405,2007,1985,2019/10/31,2019/10/06,,,read,The first half of this book is interesting and gives great inputs for your own writing – even when you do not write copy. The second part was too outdated and offered not much practical advice. ,,,1,0
18043011,Clean Architecture,Robert C. Martin,"Martin, Robert C.",,"=""0134494164""","=""9780134494166""",1,4.23,Prentice Hall,Paperback,432,2017,2017,2019/11/13,2019/11/13,,,read,"If you read [b:Clean Code: A Handbook of Agile Software Craftsmanship|3735293|Clean Code  A Handbook of Agile Software Craftsmanship|Robert C. Martin|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436202607l/3735293._SX50_.jpg|3779106] and [b:The Clean Coder: A Code of Conduct for Professional Programmers|10284614|The Clean Coder  A Code of Conduct for Professional Programmers|Robert C. Martin|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347470803l/10284614._SX50_.jpg|15186027], you may expect something similar to those two books about architecture. However, this book here lacks the practical, hands-on advice you get with the other two books. Clean Architecture talks a lot about SOLID and decoupling. Part 5 (Architecture), on the other hand, is a rather muddled collection of shallow concepts that lack the necessary details to be helpful. Great, there is a box and an arrow and a red line – but what does that mean? How do you make those boundaries? What should you consider? This book lacks all those basic parts that every other book on architecture offers - and not in a good way where you replace the parts that everyone knows with new and unique content. This book lets you guess what those images should mean and offers no help to apply those techniques with your own code.<br/><br/>To prove the importance of good software design we find a case study in chapter 1. If you only skim over, then everything looks sound and supportive of the claims made by Martin. However, as soon as you look a little bit closer, the whole study falls apart. There are 6 graphs to illustrate the findings of a study. Only 2 graphs bother with labelling both axes. If you look even closer, only 5 graphs are about that “study” and they tell a rather different story than what Martin makes out of it. The last graph is the best. It is about a small experiment solving the Roman Numerals Kata and measuring the time it took Jason Groman to complete it (3x with TDD, 3x without TDD). This graph cuts off 75% of the values (by starting at 22 minutes instead of 0), what turns the difference in speed from 10% to something that looks like a 50% time saving. Using tricks like this one to prove that TDD is such a great time saver is a disappointment, especially since Martin is such a vocal proponent for TDD. Is that all he has to prove his approach? <br/><br/><p>Another great example of the problems with this book is chapter 30 (the database is a detail). He throws in a bold claim and spend the next paragraph to explain that this can be misinterpreted and that he only talks about the technology and not the data model. Instead of explaining that, he could have written what he meant in the first paragraph. The rest of this chapter is a rather generic and short explanation on why one needs databases in the first place. Nothing new, nothing helpful in any form from an architectural perspective and again so shallow that you can’t learn anything from it. </p><br/><br/>For me this book is an absolute disappointment and the worst one on architecture I ever read. <br/>",,,1,0
41755006,"Startup, Scaleup, Screwup: 42 Tools to Accelerate Lean and Agile Business Growth",Jurgen Appelo,"Appelo, Jurgen",,"=""111952685X""","=""9781119526858""",0,4.03,Wiley,Hardcover,240,2019,,,2019/11/13,to-read,to-read (#64),to-read,,,,0,0
35747076,Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788339""","=""9781942788331""",5,4.06,IT Revolution Press,Paperback,288,2018,,2019/10/07,2019/06/21,,,read,"This book describes the scientific study behind the State of DevOps reports. If you are interested in facts, research and how they figured out all the claims they make in the report, then this book is a must-read. Be aware, this book is not about how to implement DevOps. Here you learn why those practices work and how they interact with each other. ",,,1,0
29555865,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407813""","=""9780062407818""",4,4.36,Harper Business,Kindle Edition,285,2016,2016,2019/10/10,2019/09/30,,,read,A very interesting book about negotiation from the viewpoint of a hostage negotiator. Chris Voss explains what tricks and tactics you can use and how he learned them while doing his job.  ,,,1,0
28670512,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",5,4.41,Vintage Digital,Kindle Edition,150,2016,2016,2019/09/25,2018/11/22,,,read,"An incredible sad story written in an incredible beautiful language. I read the book in one go and was at the end weeping about the inevitable end. I am the same age as Paul Kalanithi and when I compare my health struggles to the challenges life gave him, then I can consider myself lucky. His book shows that there is hope even in desperate situations and one can achieve a lot as long as one does not give up. ",,,1,0
37772827,Breaking into Information Security: Learning the Ropes 101,Andy Gill,"Gill, Andy",,"=""""","=""""",4,3.80,LeanPub,Kindle Edition,85,2017,,2019/09/24,2018/02/01,,,read,"A good basic introduction into the topic of Information Security. It starts with Boolean logic, makes a small introduction to programming, goes up to security scanners and explains how you should document your work for bug bounty programs and good bug reports. It is a short book and can therefore only give a short introduction. However, there are many links and references to learn more about this topic. ",,,1,0
585474,Writing to Learn: How to Write--And Think--Clearly about Any Subject at All,William Zinsser,"Zinsser, William",,"=""0062720406""","=""9780062720405""",1,3.83,Harper Perennial,Paperback,272,1993,1988,2019/09/16,2019/09/23,,,read,This is a novel about writing non-fiction. It follows along one interesting idea that unfortunately is drown in an endless stream of stories and side stories that offer next to no insights. ,,,1,0
53343,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""0060891548""","=""9780060891541""",2,4.24,Harper Perennial,Paperback,321,2006,1976,2019/09/24,2018/07/03,,,read,"The explanation on how one can edit his own writing to get to the essence of the text impressed me most. The book explains this iterative work in a way I can follow and fully understand. <br/><br/>Rather disappointing is the amount of clutter that is inside this book. That is especially annoying after reading two chapters on how to get rid of it. Without all that non-essential wording, the book would only need 50 pages to deliver all its points. <br/>",,,1,0
