Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25605231,Clean Data - Data Science Strategies for Tackling Dirty Data,Megan Squire,"Squire, Megan",,"=""1785289039""","=""9781785289033""",4,3.08,Packt Publishing,Kindle Edition,274,2015,2015,2015/06/23,2015/07/04,,,read,"The introduction in Clean Data is well done and explains the need to work along scientific rules. Only when one rigorously documents all the actions one does with data one can reproduce the outcome later on. The process described by Megan Squire sound well thought through and should help with the more complex work described in the book.<br><br/>The next chapters are all about extracting data and transforming the input into the required output. That part is on a low technical level and talks about character encodings and file formats. All things you need to work with data, but the high level introduction in chapter one is now abandoned until you reach the big projects in chapter 9 and 10. <br/><br/><p>The big projects where unfortunately not the strong parts of the book. Where all the parts should have come together is now another mix from the high level data science process with low level inner workings of Twitter and StackOverflow. It’s hard to keep the levels apart when there is so much going on. If Twitter and StackOverflow would have been introduced in a chapter on their own, then the last two chapters could focus on the data cleaning part. As it is now, you may need to do that work for yourself, what harms the idea of the book. <br><br/>However, this book is the best I read from Packt Publishing in a long time. If you are interested in working with data from different sources, you still should buy the book. The technical part is done very well and will help you a lot.</p>",,,1,0
25564600,Fifty Quick Ideas To Improve Your Tests,Gojko Adzic,"Adzic, Gojko","David Evans, Tom Roden, Nikola Korac","=""""","=""""",5,3.91,Neuri Consulting LLP,Kindle Edition,236,2015,2015,2015/06/05,2015/05/29,,,read,"As with the other books of Fifty Quick Ideas you get 50 ideas nicely arranged to a topic. Most of those ideas are not new and you will have encountered many of them when you wrote your tests. However, the benefit of this book is that you have them all in one place. <br><br/>The ideas are often really simple and you can call them common sense. Until you tried it otherwise you most likely can’t appreciate how helpful those are. “Describe what, not how”, “Wait for events, not time” or “Minimise UI interactions” are three simple examples that can cost you hundreds of hours if you don’t follow them. <br/><br/><p>There is another category of ideas which may easily be overlooked by testers. Often the problem is not with the technology, but with the people. Ideas like “Start with always/never” is a great exercise to get examples and test cases from the business users. Again it’s not rocket science, but it will make your life much easier. I therefore can only recommend to buy this book and read all ideas, not just the ones you think they help you with the technical side of testing.</p><br/>",,,1,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",5,4.14,Dey Street Books,Hardcover,303,2014,2014,2015/05/26,2014/10/13,,,read,"If you like the “What if?” section of XKCD.com, then you will love this book by Randall Munroe. Yes, you will have read many of the questions already, but most are so good that you don’t mind to read the answers to them again. The best part of the book are the illustrations. Be it the Netherlands on the rise or the figures just made of a few lines. They are always so much to the point and often are the funniest part of the answer. ",,,1,1
349417,Implementing Lean Software Development: From Concept to Cash,Mary Poppendieck,"Poppendieck, Mary",Tom Poppendieck,"=""0321437381""","=""9780321437389""",5,4.20,Addison-Wesley Professional,Paperback,304,2006,2006,2015/05/24,2015/01/01,,,read,"Another great book written by Mary Poppendieck. If you are interested in Lean Software and how you can build better products based on proven concepts, then this book is a treasure trove. You will find the fundamental ideas behind lean, the mind-set it requires (trust and self-improvement, not micro-management) and how the idea of lean production developed over the last century until it was transformed to fit needs of software development. It’s well written and you will reach the appendix far too soon. <br/><br/>However, if you don’t know anything about lean then you should look for a different book. In that case you are better served with a step-by-step guide or [b:The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses|10127019|The Lean Startup  How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses|Eric Ries|https://d.gr-assets.com/books/1333576876s/10127019.jpg|15024842].<br/>",,,1,0
18929711,20 Master Plots: And How to Build Them,Ronald B. Tobias,"Tobias, Ronald B.",,"=""""","=""""",4,3.79,Writer's Digest Books,Kindle Edition,289,2011,1993,2014/04/19,2014/04/15,,,read,"A great overview on the 20 main plots you can use to write a book or screenplay about. For me there was to much repetition, but otherwise a good read that will deepen your knowledge and help you better understand how books/movies work.",,,1,0
6919231,Domain-Driven Design Using Naked Objects (The Pragmatic Programmers),Dan Haywood,"Haywood, Dan",,"=""1934356441""","=""9781934356449""",0,3.43,Pragmatic Bookshelf,Paperback,375,2010,2009,,2015/05/22,to-read,to-read (#7),to-read,,,,0,0
19816540,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""""","=""""",0,4.22,Random House,ebook,368,2014,2014,,2015/05/19,to-read,to-read (#6),to-read,,,,0,0
11221273,How Software is Built (Quality Software Book 1),Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",4,4.28,,Kindle Edition,316,,2010,2015/05/06,2015/05/04,,,read,"The starting book of the Software Quality series is an easy read that offers some great insights. Like many software projects it starts with a positive view on life and soon goes into the problematic parts where the challenges await. If you ever asked the question why projects can go so badly wrong you definitively should read this book. <br/>The rest of the series is however a rollercoaster: Some books are great, others are full of nice ideas that unfortunately will be forgotten as soon as you put the book down. That said, this book is one of the good parts and will help you to understand the problem space quite nicely. <br/>",,,1,0
11221277,How to Observe Software Systems (Quality Software Book 3),Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",2,3.86,,Kindle Edition,244,,2010,2015/05/07,2015/05/05,,,read,"Interesting topic, but this book offers too few details on how to adapt the theory in a real world scenario. ",,,1,0
11722970,Service-Oriented Design with Ruby and Rails (Addison-Wesley Professional Ruby Series),Paul Dix,"Dix, Paul",,"=""6612739118""","=""9786612739118""",4,3.67,,Kindle Edition,448,,2010,2015/05/02,2015/04/29,,,read,"5 years since its publication are a long time for such a technology-related book. The Ruby world changed massively and many of the described tools are no longer used. However, the main points and the whole theory behind service-oriented design is still current. The same is true for the main library that is used in so many examples: Typhoeus is still in active development and can help you to solve your problems in a proven way. ",,,1,0
18710295,Agile Impressions,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",4,4.20,Leanpub.com,ebook,,2013,2013,2015/05/11,2015/05/07,,,read,This book offers a nice view back in a time where the terms and methods we now use where fresh and in its creational phase. The collection of essays to different aspects is a nice change to the other parts in the Software Quality series and give you a realistic feeling on how it was back in the good old days. ,,,1,0
18171659,Managing Teams Congruently,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""1458008940""","=""9781458008947""",3,4.27, Smashwords,ebook,,2011,2011,2015/05/09,2015/05/07,,,read,"Managing Teams Congruently is the next step after [b:Managing Yourself and Others|18620539|Managing Yourself and Others (Quality Software)|Gerald M. Weinberg|https://d.gr-assets.com/books/1384802953s/18620539.jpg|16146968]. The former book focused primary on yourself, while this book explains the context and interaction with others. In itself is this book not bad, but again it’s not as good as  [b:Leader Effectiveness Training L.E.T.: The Proven People Skills for Today's Leaders Tomorrow|191423|Leader Effectiveness Training L.E.T.  The Proven People Skills for Today's Leaders Tomorrow|Thomas Gordon|https://d.gr-assets.com/books/1309284927s/191423.jpg|185070] by Thomas Gordon.",,,1,0
20823900,CHANGE: Planned & Unplanned (Quality Software Book 8),Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",2,4.20,Weinberg & Weinberg,Kindle Edition,193,2011,2011,2015/05/13,2015/05/11,,,read,"The follow up to [b:Becoming a Change Artist|10845434|Becoming a Change Artist|Gerald M. Weinberg|https://d.gr-assets.com/books/1302592989s/10845434.jpg|15759900] is not so great. For me it had too much repetition and not enough ideas to stand on its own. Forming the environment to support change is important, but when you read the Change Artist right before you expect more on this interesting topic. Unfortunately that book can’t deliver it.",,,1,0
21758512,Responding to Significant Software Events,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""1458137422""","=""9781458137425""",2,4.20,Smashwords Edition,ebook,,2011,2011,2015/05/11,2015/05/11,,,read,"I’m very interested in metrics and like to base my decisions on data. I therefore looked forward to this part of the Software Quality series. Unfortunately the book doesn’t add much new insights or ideas. Too much is already present in Tom DeMarcos [b:Controlling Software Projects: Management, Measurement, and Estimates|1877525|Controlling Software Projects  Management, Measurement, and Estimates|T. DeMarco|https://d.gr-assets.com/books/1348636749s/1877525.jpg|1878522] that was written in 1986. I hoped that in the 25 years between those two books one would have gained new ideas and proven (or disproven) certain aspects. Judging by this book this was not the case. ",,,1,0
10845434,Becoming a Change Artist,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",5,4.32,Gerald Weinberg,Nook,0,2011,2011,2015/05/02,2015/04/30,,,read,"One of the best books in the Quality Software series. Weinberg explains in this book the different types of reaction to change: From ignoring it to naming the things you did for a long time with the new name is all explained in great detail. If you want to know why change is so hard you definitely should read this book. The used example of structured programming vs. object oriented is a bit dated, but could today easily be replaced with waterfall and agile. ",,,1,0
18620539,Managing Yourself and Others (Quality Software Book 5),Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",3,4.34,Weinberg & Weinberg,Kindle Edition,241,2011,2011,2015/05/06,2015/05/04,,,read,"Communication is important, but opens many traps for misunderstanding and wrong interpretation. The topic covered in this part of the Quality Software series is therefore vital. Gerald Weinberg offers many good points on how to first look at yourself before you go out and try to change others. However, Thomas Gordon wrote in [b:Leader Effectiveness Training L.E.T.: The Proven People Skills for Today's Leaders Tomorrow|191423|Leader Effectiveness Training L.E.T.  The Proven People Skills for Today's Leaders Tomorrow|Thomas Gordon|https://d.gr-assets.com/books/1309284927s/191423.jpg|185070]Leader Effectiveness Training an even better guide that goes much deeper into the topic.",,,1,0
24113964,Managerkonferenz: Effektives Führungstraining (German Edition),Thomas Gordon,"Gordon, Thomas",,"=""3641071747""","=""9783641071745""",4,4.50,Heyne Verlag,Kindle Edition,320,2011,2011,2015/04/26,2015/04/22,,,read,"Konflikte werden meist als etwas Negatives angeschaut. Doch wenn man Konflikten aus dem Weg geht werden diese nicht gelöst. Viel mehr brodelt es unter der Oberfläche bis diese durch Kleinigkeiten zum Ausbruch kommen. Wie Thomas Gordon in diesem Buch erklärt gibt es einige Wege diese Probleme zu entschärfen bevor es zur Explosion kommt. Aktives Zuhören ist eine der Techniken die vielen Missverständnissen vorbeugen kann. Die Beispiele diesbezüglich sind zwar zahlreich, doch hätten es ruhig noch einige mehr vertragen.<br/><br/>Führen ohne Autorität zu gebrauchen und ein einbeziehen von allen Kräften sind Ideen die damals revolutionär waren und es heute meist immer noch sind. Zu oft versuchen Führungskräfte durch Machtausübung Ziele zu erreichen bei denen am Ende alle nur verlieren können. Der vorgestellte Ansatz von Win-Win Lösungen hat sich bei vielen herumgesprochen, doch bis dies auch im Sinne des Autors verwendet wird dürfte es häufig noch einiges an Aufklärung vertragen. Gordon erklärt diesbezüglich aber sehr genau worauf man achten muss und wieso die anderen Methoden (I & II) auf Dauer nicht funktionieren können.<br/><br/>Das Buch hat mich positiv überrascht und enthält zahlreiche Punkte die ich vertieft anschauen will.<br/>",,,1,0
21262363,Change Done Well (Quality Software Book 9),Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",2,3.80,Weinberg & Weinberg,Kindle Edition,186,2011,2011,2015/04/23,2015/04/20,,,read,"While reading this book I found many sound arguments and could agree to nearly all the points made. However, after just a few days I could not really point out any specific things I learned from it. The concept of slack was far better explained in [b:Kanban: Successful Evolutionary Change for Your Technology Business|8086552|Kanban  Successful Evolutionary Change for Your Technology Business|David J. Anderson|https://d.gr-assets.com/books/1335865085s/8086552.jpg|12821559], the introduction of the “Sir Edmund Hillary School” of using a thing just because it’s there was only relevant for a few pages and the talk about testing and fighting fires wasn’t that helpful. <br/><br/>It seems as if in this part of the quality series there was too much coal dust to find a remarkable point.<br/>",,,1,0
10418591,I Moved Your Cheese: For Those Who Refuse to Live as Mice in Someone Else's Maze (Bk Business),Deepak  Malhotra,"Malhotra, Deepak",,"=""1609940652""","=""9781609940652""",5,3.52,Berrett-Koehler Publishers,Hardcover,120,2011,2011,2015/04/23,2015/04/21,,,read,"Deepak Malhotra wrote a nice little story around the [b:Who Moved My Cheese?|4894|Who Moved My Cheese?|Spencer Johnson|https://d.gr-assets.com/books/1388639717s/4894.jpg|3332594] book by Spencer Johnson. Here you will get another point of view on the subject of change: If change happens anyway, then why care so much about the reason for the change? Should we not care more about the change in itself and how we handle it? <br/><br/>Some parts are zen-like, for example: “It’s not so much the mouse in the maze that is the problem. The problem is the maze in the mouse”. That self-inflicted cage we put our thoughts in is a far more real limitation than the maze ever could be. Overcoming that maze in our self is a log of work and not every mouse/human will be able to do it. <br/><br/>I enjoyed this quick read very much and felt a certain energy to tackle bigger obstacles. Definitely a must read.<br/>",,,1,0
13051788,"Mac Kung Fu: Over 300 Tips, Tricks, Hints, and Hacks for OS X Lion",Keir Thomas,"Thomas, Keir",,"=""1934356824""","=""9781934356821""",4,3.46,Pragmatic Bookshelf,Paperback,300,2011,2011,2015/04/23,2015/04/22,,,read,"Keir Thomas put together a great collection of simple but powerful tricks on the Mac. If you are switching from Windows to Mac you should read it. Not only will it help you to save time, you get a great introduction to features of Mac OS X you easily could miss. Since the chapters are all focused on one point only you can easily ignore all you don’t currently use. You will lose many good ideas, but you will not have any problem to follow the examples.",,,1,0
363086,Ship it! A Practical Guide to Successful Software Projects,Jared  Richardson,"Richardson, Jared",William A. Gwaltney Jr.,"=""0974514047""","=""9780974514048""",3,3.71,Pragmatic Bookshelf,Paperback,208,2005,2005,2015/04/27,2015/04/27,,,read,"This book is a great reminder of all the things one should do to get high quality software out of the door. It is however not really a book for novice and junior programmers. For them it will let too much questions unanswered. And those developers who are delivering software for a few years may know it already. If you fall in the spot between and want to grow then this book is a great help. <br/><br/>Especially the chapters on automating your build from day one or how to get to a realistic project schedule are known to everyone, but it’s so often ignored. Having a reminder could save so many project that you should read it even if you are not position your knowledge in-between junior and senior developer. <br/>",,,1,0
9061054,Freshman Murders,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",1,3.50,,Kindle Edition,498,,2010,2015/04/27,2015/04/27,,,read,"For an unknown reason this book was part of the Quality Software bundle by Gerald M. Weinberg. The idea of a ""Nerder Mystery"" sounds interesting, but this book did not catch my interest. ",,,1,0
22253747,Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,"Schneier, Bruce",,"=""0393244814""","=""9780393244816""",4,4.00,W. W. Norton & Company,Hardcover,398,2015,2015,2015/04/20,2015/04/05,,,read,"Bruce Schneier explains in this book what the Snowden documents mean and how it affects your life. The book is a well organised collection on how governments spy on their citizens and how the rules in place to prevent that are circumvented. This goes from the danger of collection “just” metadata and continuous with the inherent problems of predicting a terror attack based on big data. Collecting everything, every time everywhere is great to fill your datacentres but really bad to predict accurately a possible thread. <br/><br/>But even if your government is good and does no harm you have a problem: All the companies who offer free services pay their bills by selling your personal data. Sometimes that may be worth the trade-off, but most often you are unaware of that fact. To avoid those data collection mills is even harder, especially when you want to be active online. <br/><br/>So far there is no good answer on how to protect your privacy. Nonetheless the book is an up-to-date reference on what is going on in this world, even if we may not like it.<br/>",,,1,0
18372168,Why Software Gets In Trouble (Quality Software: Volume 1.2),Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""145237547X""","=""9781452375472""",3,4.37,Smashwords,ebook,,2010,2010,2015/04/15,2015/04/12,,,read,"[a:Gerald M. Weinberg|174075|Gerald M. Weinberg|https://d.gr-assets.com/authors/1295387221p2/174075.jpg] explains in this book the basic knowledge you should have of how failures happens when you write software and what you can do to reduce their effect. The explanation on why it is impossible to reach a 0 fault level is really good and should be read by everyone who is involved in any capacity in the creation of software. Many discussions could be avoided with that knowledge.<br/><br/>However, many parts are not new and splitting the series in 9 books gives you some continuity errors. This book is part 2 and when you didn’t read part 1 you will not know what he means with type 1, 2 and 3 companies. Repeating that would make the reading much simpler, but so you have to get part one or ignore it whenever it is mentioned.<br/>",,,1,0
13426114,The Honest Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves,Dan Ariely,"Ariely, Dan",,"=""0062183591""","=""9780062183590""",3,3.93,Harper,Hardcover,264,2012,2012,2015/04/08,2015/04/05,,,read,"Dan Ariely explains in this book how we lie to ourselves and not even know it. In many small experiments he figured out different situations in which we cheat more and how certain lack of following rules end in much more cheating. One interesting point is how many participants in those experiments overestimated their abilities after cheating and how they explained to themselves how they deserved their higher scores.<br/> <br/>The book offers a nice view in the world of behavioural science and the experiments they do. What I missed is the application one can directly use from it. There are some points worth following up, but overall the book describes more the situation of those experiments that to give practical advice to reduce dishonesty. <br/>",,,1,0
21411450,Fifty Quick Ideas to Improve Your User Stories,Gojko Adzic,"Adzic, Gojko",David Evans,"=""0993088104""","=""9780993088100""",4,4.16,Neuri Consulting LLP,Paperback,124,2014,2014,2015/03/31,2015/03/29,,,read,"When you work with user stories you definitely should read this book by Gojko Adzic. In it you find a nice collection of simple things you can do to get more out of your user stories. Most of the ideas are easy to adapt or only offer you a different look at them. However, that little shift of perspective is often all it takes increase value. The book starts at the creation of user stories, goes on with the many points you can discuss and doesn’t fear to talk about splitting them apart. That is a nice addition to the always covered aspect of planning, which you will have well covered in this book as an addition. <br/>One important point to know before you buy it: An idea is not a fully developed concept or plan. You get 50 ideas and for most of them you will know what to do next. What you don’t get is a complete step-by-step guide on how to put the idea in action.<br/>",,,1,0
10419045,Personal Kanban: Mapping Work | Navigating Life,Jim  Benson,"Benson, Jim",Tonianne DeMaria Barry,"=""1453802266""","=""9781453802267""",5,3.77,CreateSpace Independent Publishing Platform,Paperback,216,2011,2011,2015/03/29,2015/03/28,,,read,I use Kanban for a few years and like the ideas described in Personal Kanban very much. You don’t have to make much ceremony and can get things done far better that with any other method. The Kanban board helps to visualize all the things one should do and pick the items that are the highest priority at the moment. Personal items tend to change their priority much faster than items in a project. The book explains Kanban in the context of personal items very well and with good examples everyone can understand. Should you struggle with your productivity then you definitely should give Personal Kanban a try.,,,1,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",2,4.01,Penguin Books,Paperback,267,2002,2001,2015/03/28,2015/03/26,,,read,"Write down all the things you should do, decide the next action and do it right now if it takes two minutes or less are the best advices in the book. The other parts of the Getting Things Done (GTD) method are not really for me. There is too much ceremony in place that ends up in big lists that just catch the dust of time. For the overall system I prefer [b:Personal Kanban: Mapping Work / Navigating Life|10419045|Personal Kanban  Mapping Work / Navigating Life|Jim  Benson|https://d.gr-assets.com/books/1382928627s/10419045.jpg|15323317] and got far better Results than from GTD.",,,1,0
17280814,"Good Math: A Geek's Guide to the Beauty of Numbers, Logic, and Computation",Mark C. Chu-Carroll,"Chu-Carroll, Mark C.",,"=""1937785335""","=""9781937785338""",2,3.69,"The Pragmatic Programmers, LLC.",Paperback,262,2013,2013,2015/03/15,2015/03/10,,,read,"Good Math is a nice discussion on what numbers and math are all about. If you are interested in the big picture and want to know how different things fit together, then this book is a good read for you. However, if you want to learn something specific you should not buy this book. Ist’s not a study guide and therefore doesn’t explain the calculations behind and how you get there. <br><br/><br/>I liked the explanation of the Turning machine and some thoughts on the numeric systems and how they are adapted in a computer. But for all the things I didn’t know before I read that book I still don’t know. <br/>",,,1,0
17229509,The Healthy Programmer,Joe Kutner,"Kutner, Joe",,"=""1937785319""","=""9781937785314""",3,3.75,The Pragmatic Bookshelf,ebook,254,2013,2013,2015/03/10,2015/03/08,,,read,"Joe Kutner explains in his book how little we programmers have to change to stay healthy. Not sitting for hours, take a walk from time to time and looking on a distant object every twenty minutes would help us a lot. The hard part with every health book comes when we have to put in into action. Kutner knows this from his own experience and has put together a set of simple exercises that everyone should be able to do. How good his advice is I can’t jet decide. But they are so simple that I’m adapting at least a few.",,,1,0
7959038,SQL Antipatterns: Avoiding the Pitfalls of Database Programming (Pragmatic Programmers),Bill Karwin,"Karwin, Bill",,"=""1934356557""","=""9781934356555""",4,4.00,"Pragmatic Programmers, LLC, The",Paperback,334,2017,2010,2015/03/08,2015/03/04,,,read,"In the world of SQL you can do many mistakes. This will not only result in slow queries but in hours wasted to figure out what you try to achieve. Bill Karwin collected the most uses anti-patterns and explains how you can do a better job. His solutions are not only shorter to write and faster to execute, but they are simpler to maintain as well. <br/>The catalogue of anti-patterns follows a bit the one from [b:Refactoring: Improving the Design of Existing Code|44936|Refactoring  Improving the Design of Existing Code|Martin Fowler|https://d.gr-assets.com/books/1386925632s/44936.jpg|44258]Refactoring in which every (anti-) pattern is described following the same structure. An especially helpful point is the legitimate use of the anti-pattern. Then even if it mostly is harmful, there are situations when that pattern is the better solution. By explicitly talking about the good parts you can easily figure out if you are in that situation or if you better follow the advised approach.<br/>",,,1,0
15980494,Explore It!: Reduce Risk and Increase Confidence with Exploratory Testing,Elisabeth Hendrickson,"Hendrickson, Elisabeth",,"=""1937785025""","=""9781937785024""",5,4.25,Pragmatic Bookshelf,Paperback,162,2012,2012,2015/03/05,2015/03/02,,,read,"Testing can be more than just following a script. When the basic functions work one can start with tests that are not formalized (jet) to figure out how wide the happy path really is. Often enough a minor difference in the input and a webpage or a parser no longer works as expected. Problems like those will not be found by regular testing and need therefore a different approach. Elisabeth Hendrickson explains in this book what exploratory testing is, how you should time box your explorations and what you can do to maximize the output. This book offers you a good guidance to start your own explorations and enough resources to be successful. ",,,1,0
6518085,Pro Git (Expert's Voice in Software Development),Scott Chacon,"Chacon, Scott",,"=""1430218339""","=""9781430218333""",3,4.18,Apress,Paperback,290,2009,2009,2015/03/03,2015/03/02,,,read,"If you need an introduction into Git then Pro Git is the right book for you. Scott Chacon explains how Git works, what you should know to get out of a hole and use it for your daily routine. The book could be a bit smaller and for some parts you have to jump ahead to get an explanation of terms and topics. Beside that this book will give you the background you need to start with Git and use it successful on your own projects.",,,1,0
1069827,Release It!: Design and Deploy Production-Ready Software (Pragmatic Programmers),Michael T. Nygard,"Nygard, Michael T.",,"=""0978739213""","=""9780978739218""",4,4.26,"Pragmatic Bookshelf, The",Paperback,350,2017,2007,2015/02/28,2015/03/02,,,read,"On big and complex projects everything that can go wrong will go wrong. The only question is how bad the effects will be. Michael T. Nygard shows in this book many good approaches to mitigate the outcome and build robust software systems. <br/>Don’t be fooled by your simple application. Even there you have today a network of dependent systems which can be put out of order when only one of them is no longer available. However, there are things you can do to prevent a complete shutdown of your application: Timeouts, circuit breakers and bulkheads help you fail fast and stop a problem from rippling through out your application. But all that will only work if you stop building your software with all the anti-patterns of chapter 4.<br/>",,,1,0
17825886,CQRS: The Example,Mark Nijhof,"Nijhof, Mark",,"=""""","=""""",1,2.88,Leanpub,Kindle Edition,92,2013,2013,2015/02/24,2015/02/24,,,read,"The book starts with a good and thorough introduction on CQRS and where the benefits are. The same holds true for domain events and event sourcing. Then unfortunately the book is interrupted with a page on Domain State and a few loose blog posts. From there on it goes down quickly. The blog posts stand on their own and answer specific questions. However, in the book those loosely connected parts disturb the reading flow and puzzle the reader. Don’t get me wrong, the content there is not bad, but it looks displaced and as if it was done in a hurry. The first two chapters set a tone that those blog posts can’t hold up. Unfortunately the book continuous with this up and down and adds even more blog posts that lead to even more confusion. In the current form I therefore can’t recommend this book. ",,,1,0
9586547,Pragmatic Guide to Git (Pragmatic Programmers),Travis Swicegood,"Swicegood, Travis",,"=""1934356727""","=""9781934356722""",4,3.73,Pragmatic Bookshelf,Paperback,162,2010,2010,2015/02/20,2015/02/17,,,read,This book is great if you already use Git and want to know more about the possibilities you have at your disposal. This book is definitely not intended to help with your first steps in Git. If you know that and fit in the targeted audience you get a quickly read overview on the more advanced usage scenarios that Git can offer. The examples are all very small and when you want to understand what’s going on under the hood you will have to use other kinds of documentation. <br/><br/>If you used Git for months and want now to know what else is possible you should go for this book. If you are new or need to know exactly what’s going on you should pass and go for another book.<br/>,,,1,0
9407722,Dependency Injection in .NET,Mark Seemann,"Seemann, Mark",,"=""1935182501""","=""9781935182504""",4,4.42,Manning Publications,Paperback,584,2011,2011,2015/02/18,2015/02/11,,,read,If you are interested in the concept of dependency injection and inversion of control you definitely should read this book by Mark Seemann. He explains the architectural concepts and ideas behind in the same easy to understand way as he explains the different DI containers and how to structure your code in a better way. <br/><br/>The theoretical parts are still up-to-date and help you to solve your problems. The specific containers however didn't stay frozen in time and evolved. Before selecting one over the other you should check if the described limitations are still an issue.<br/>,,,1,0
21449089,Barcodes with iOS: Bringing together the digital and physical worlds,Oliver Drobnik,"Drobnik, Oliver",,"=""161729215X""","=""9781617292156""",4,4.50,Manning,Paperback,248,2015,2014,2015/02/11,2015/02/09,,,read,"Oliver Drobnik explains in all the details how barcodes work and how you can build an application on iOS that can read and create those barcodes. That’s not only interesting if you make an inventory application as the widely used QR codes show.<br/><br/>The code samples in the book could be a bit better formatted for the Kindle, but even there you can get a quick understanding of all the required steps to read and write barcodes in iOS 7 and 8. It’s a lot of code you have to write but with this book you get a clear direction and will be able to get this job done in no time.<br/>",,,1,0
21396061,Kreativ fotografieren: Digitalfotografie verständlich erklärt,Markus Wäger,"Wäger, Markus",,"=""3842373937""","=""9783842373938""",5,3.50,Books on Demand,Hardcover,240,2013,2013,2015/02/03,2015/02/08,,,read,"Markus Wäger verfolgt mit diesem Fotobuch einen anderen Ansatz als seine Konkurrenten: Nicht die Theorie steht im Mittelpunkt sondern wie man diese in der Praxis anwendet. Es hat zwar auch einige Formeln drin, doch der Schwerpunkt liegt ganz klar auf der Erklärung wie sich die vielen möglichen Einstellungen auf das Foto auswirken. (Wie man diese Einstelllungen auf der Kamera findet und was man alles für Möglichkeiten hat findet sich nicht in diesem Buch sondern in der Anleitung zur eigenen Kamera.)<br/><br/><p>Ein einmaliges Durchlesen wird nicht genügen um sofort bessere Fotos zu machen. So wie dieses Buch aufgebaut ist kann man es aber sehr gut als Nachschlagewerk benutzten und sich Schrittweise an einzelne Themengebiete herantasten. <br><br/>Bei mir hat das Buch das Interesse geweckt viel mehr zu Experimentieren und auch mehr die verschiedenen manuellen Einstellmöglichkeiten zu benutzen.</p><br/>",,,1,0
19091121,Zen in Kürze,Michael Chen,"Chen, Michael",,"=""""","=""""",4,4.50,,Kindle Edition,54,2012,2012,2015/02/03,2015/02/01,,,read,Ein sehr gutes Buch um einen Einstieg ins Thema Zen zu erhalten. Damit hat man eine Erklärung für die häufigsten Begriffe und kann sich mit weiterer Literatur beschäftigen ohne ständig nach Hintergrundmaterial suchen zu müssen. ,,,1,0
8393452,"Zen Mind, Beginner's Mind",Shunryu Suzuki,"Suzuki, Shunryu","David     Chadwick, Trudy Dixon, Huston Smith, Richard Baker","=""1590308506""","=""9781590308509""",4,4.22,Shambhala,Hardcover,144,2010,1970,2015/02/01,2015/01/29,,,read,"This book is a good introduction into the state of a Zen mind. You will have a hard time to understand all the different parts and most likely you will need additional material if you are new to Zen. However, the book has some interesting points that not necessarily are about Zen. If you have a deep understanding of a topic then you will instantly know what Shunryu Suzuki means. It may be about Zen when it was written, but it applies to everything that needs training to develop a skill. That in itself may be what Zen is all about or I can be completely wrong. <br/>",,,1,0
